GeneID	HGNC
10436	EMG1
6604	SMARCD3
2494	NR5A2
81930	KIF18A
1122	CHML
51762	RAB8B
9793	CKAP5
6616	SNAP25
146223	CMTM4
8313	AXIN2
200845	KCTD6
389058	SP5
1671	DEFA6
54928	BPNT2
5268	SERPINB5
51691	LSM8
1112	FOXN3
5480	PPIC
7913	DEK
54855	TENT5C
10380	BPNT1
7181	NR2C1
25886	POC1A
286077	FAM83H
3134	HLA-F
23007	PLCH1
4175	MCM6
8800	PEX11A
7084	TK2
3673	ITGA2
8942	KYNU
51575	ESF1
667	DST
219855	SLC37A2
5768	QSOX1
23287	AGTPBP1
84058	WDR54
4782	NFIC
65997	RASL11B
2048	EPHB2
8766	RAB11A
1719	DHFR
80321	CEP70
81563	C1orf21
3431	SP110
175	AGA
219988	PATL1
6662	SOX9
146050	ZSCAN29
5627	PROS1
57484	RNF150
9945	GFPT2
55775	TDP1
55076	TMEM45A
10580	SORBS1
80332	ADAM33
79647	AKIRIN1
163255	ZNF540
150465	TTL
309	ANXA6
50636	ANO7
57223	PPP4R3B
2633	GBP1
1111	CHEK1
79644	SRD5A3
55635	DEPDC1
128346	C1orf162
375033	PEAR1
80853	KDM7A
25897	RNF19A
11097	NUP42
10133	OPTN
257019	FRMD3
9332	CD163
9133	CCNB2
81285	OR51E2
22890	ZBTB1
92689	FAM114A1
25911	DPCD
1789	DNMT3B
84733	CBX2
55346	TCP11L1
23204	ARL6IP1
9551	ATP5MF
3119	HLA-DQB1
9603	NFE2L3
7857	SCG2
7099	TLR4
222484	LNX2
675	BRCA2
8667	EIF3H
51278	IER5
10955	SERINC3
7416	VDAC1
347735	SERINC2
91862	MARVELD3
53371	NUP54
97	ACYP1
1075	CTSC
23512	SUZ12
9447	AIM2
1805	DPT
956	ENTPD3
23194	FBXL7
8406	SRPX
9649	RALGPS1
3939	LDHA
2296	FOXC1
4089	SMAD4
25959	KANK2
7043	TGFB3
5523	PPP2R3A
549	AUH
665	BNIP3L
65110	UPF3A
129804	FBLN7
201255	LRRC45
1827	RCAN1
2965	GTF2H1
4179	CD46
5066	PAM
56922	MCCC1
25822	DNAJB5
10395	DLC1
51367	POP5
1465	CSRP1
65985	AACS
285521	COX18
65986	ZBTB10
90864	SPSB3
5366	PMAIP1
6363	CCL19
5740	PTGIS
23258	DENND5A
10190	TXNDC9
7804	LRP8
51191	HERC5
196996	GRAMD2A
84159	ARID5B
7419	VDAC3
8743	TNFSF10
159296	NKX2-3
55750	AGK
2014	EMP3
9814	SFI1
51	ACOX1
790955	UQCC3
117177	RAB3IP
954	ENTPD2
54626	HES2
11149	BVES
6542	SLC7A2
3587	IL10RA
7552	ZNF711
5150	PDE7A
6320	CLEC11A
54933	RHBDL2
5592	PRKG1
115352	FCRL3
79958	DENND1C
4502	MT2A
10240	MRPS31
3329	HSPD1
64750	SMURF2
9520	NPEPPS
143098	MPP7
5311	PKD2
914	CD2
9972	NUP153
2052	EPHX1
5106	PCK2
29068	ZBTB44
128239	IQGAP3
202309	GAPT
9994	CASP8AP2
124454	EARS2
387509	GPR153
22916	NCBP2
57038	RARS2
79664	ICE2
5430	POLR2A
28998	MRPL13
79577	CDC73
23362	PSD3
221662	RBM24
944	TNFSF8
1943	EFNA2
26225	ARL5A
9728	SECISBP2L
58480	RHOU
10331	B3GNT3
9529	BAG5
79695	GALNT12
10019	SH2B3
23173	METAP1
5684	PSMA3
11117	EMILIN1
10990	LILRB5
5734	PTGER4
84259	DCUN1D5
6632	SNRPD1
7112	TMPO
29789	OLA1
8560	DEGS1
2199	FBLN2
9170	LPAR2
59272	ACE2
64788	LMF1
92359	CRB3
10845	CLPX
84864	RIOX2
2113	ETS1
80347	COASY
55765	INAVA
2618	GART
1164	CKS2
55603	TENT5A
6237	RRAS
29091	STXBP6
28986	MAGEH1
23244	PDS5A
1346	COX7A1
170685	NUDT10
255631	COL24A1
55030	FBXO34
4212	MEIS2
831	CAST
54443	ANLN
22891	ZNF365
284695	ZNF326
9976	CLEC2B
6614	SIGLEC1
3764	KCNJ8
3960	LGALS4
22881	ANKRD6
3899	AFF3
139716	GAB3
23066	CAND2
3161	HMMR
8840	CCN4
292	SLC25A5
722	C4BPA
4580	MTX1
143458	LDLRAD3
439921	MXRA7
55830	GLT8D1
22801	ITGA11
10124	ARL4A
55252	ASXL2
2078	ERG
6508	SLC4A3
55023	PHIP
100506658	OCLN
114991	ZNF618
10910	SUGT1
10634	GAS2L1
327	APEH
5509	PPP1R3D
8451	CUL4A
1830	DSG3
9401	RECQL4
25902	MTHFD1L
91663	MYADM
10714	POLD3
92949	ADAMTSL1
30812	SOX8
4647	MYO7A
79096	C11orf49
10050	SLC17A4
126393	HSPB6
113452	TMEM54
56907	SPIRE1
2949	GSTM5
367	AR
5507	PPP1R3C
8549	LGR5
23554	TSPAN12
3158	HMGCS2
122525	C14orf28
4267	CD99
3111	HLA-DOA
10797	MTHFD2
6059	ABCE1
2863	GPR39
22918	CD93
4052	LTBP1
10671	DCTN6
60675	PROK2
26973	CHORDC1
9697	TRAM2
55215	FANCI
2983	GUCY1B1
6925	TCF4
1318	SLC31A2
11171	STRAP
26090	ABHD12
7325	UBE2E2
55723	ASF1B
84913	ATOH8
55669	MFN1
8324	FZD7
80224	NUBPL
7355	SLC35A2
7368	UGT8
23256	SCFD1
8763	CD164
286262	TPRN
9643	MORF4L2
6493	SIM2
55190	NUDT11
8774	NAPG
26027	ACOT11
55843	ARHGAP15
9043	SPAG9
55022	PID1
9358	ITGBL1
6482	ST3GAL1
2788	GNG7
4174	MCM5
79977	GRHL2
10125	RASGRP1
3875	KRT18
9761	MLEC
1992	SERPINB1
57337	SENP7
6789	STK4
81553	CYRIA
284207	METRNL
7770	ZNF227
7027	TFDP1
187	APLNR
1136	CHRNA3
8614	STC2
5550	PREP
4653	MYOC
10403	NDC80
8659	ALDH4A1
133022	TRAM1L1
6522	SLC4A2
54700	RRN3
2619	GAS1
3993	LLGL2
6328	SCN3A
57708	MIER1
79828	METTL8
324	APC
64946	CENPH
1123	CHN1
23641	LDOC1
29922	NME7
79690	GAL3ST4
112703	FAM71E1
6891	TAP2
25900	IFFO1
84885	ZDHHC12
10077	TSPAN32
56647	BCCIP
26054	SENP6
54941	RNF125
79896	THNSL1
7791	ZYX
81602	CDADC1
339778	FAM166C
84456	L3MBTL3
5424	POLD1
5096	PCCB
8678	BECN1
54209	TREM2
10891	PPARGC1A
10008	KCNE3
55217	TMLHE
8676	STX11
55247	NEIL3
83940	TATDN1
10197	PSME3
2526	FUT4
7042	TGFB2
865	CBFB
9928	KIF14
57128	LYRM4
54587	MXRA8
401494	HACD4
10512	SEMA3C
1073	CFL2
10865	ARID5A
501	ALDH7A1
8506	CNTNAP1
151195	CCNYL1
81618	ITM2C
10051	SMC4
387921	NHLRC3
55902	ACSS2
51230	PHF20
154214	RNF217
5920	PLAAT4
10184	LHFPL2
2064	ERBB2
9205	ZMYM5
64092	SAMSN1
3615	IMPDH2
29915	HCFC2
112609	MRAP2
55876	GSDMB
55732	C1orf112
5426	POLE
26471	NUPR1
127294	MYOM3
55620	STAP2
23517	MTREX
1577	CYP3A5
124220	ZG16B
114880	OSBPL6
3842	TNPO1
5476	CTSA
1512	CTSH
23390	ZDHHC17
55638	SYBU
6597	SMARCA4
152100	CMC1
4299	AFF1
11073	TOPBP1
27304	MOCS3
3108	HLA-DMA
4629	MYH11
7832	BTG2
55186	SLC25A36
3033	HADH
10257	ABCC4
178	AGL
63898	SH2D4A
85462	FHDC1
79905	TMC7
54512	EXOSC4
51069	MRPL2
9750	RIPOR2
375444	C5orf34
81689	ISCA1
7095	SEC62
5984	RFC4
83590	TMUB1
56917	MEIS3
5511	PPP1R8
1737	DLAT
3455	IFNAR2
8477	GPR65
30968	STOML2
133015	PACRGL
51616	TAF9B
27122	DKK3
118429	ANTXR2
7077	TIMP2
23111	SPART
5764	PTN
388610	TRNP1
6731	SRP72
1678	TIMM8A
114898	C1QTNF2
4616	GADD45B
10451	VAV3
81890	QTRT1
821	CANX
9903	KLHL21
4857	NOVA1
4053	LTBP2
163486	DENND1B
9443	MED7
64776	C11orf1
168451	THAP5
54940	OCIAD1
81607	NECTIN4
51194	IPO11
79639	TMEM53
643836	ZFP62
127435	PODN
10439	OLFM1
79660	PPP1R3B
11096	ADAMTS5
58488	PCTP
54793	KCTD9
23171	GPD1L
1293	COL6A3
9774	BCLAF1
28234	SLCO1B3
3620	IDO1
10993	SDS
126133	ALDH16A1
196383	RILPL2
64318	NOC3L
94056	SYAP1
80004	ESRP2
23279	NUP160
220	ALDH1A3
51362	CDC40
257194	NEGR1
84172	POLR1B
151556	GPR155
51363	CHST15
9500	MAGED1
79730	NSUN7
10793	ZNF273
352954	CASTOR3
83461	CDCA3
137835	TMEM71
81786	TRIM7
4690	NCK1
51176	LEF1
51144	HSD17B12
79848	CSPP1
50853	VILL
131578	LRRC15
659	BMPR2
65982	ZSCAN18
57482	CRACD
51649	MRPS23
26503	SLC17A5
9590	AKAP12
2359	FPR3
10413	YAP1
56849	TCEAL7
7940	LST1
116064	LRRC58
79652	TMEM204
25994	HIGD1A
4863	NPAT
7020	TFAP2A
1727	CYB5R3
51411	BIN2
57158	JPH2
5884	RAD17
9265	CYTH3
51514	DTL
1820	ARID3A
10128	LRPPRC
1954	MEGF8
79611	ACSS3
406	ARNTL
257218	SHPRH
53831	GPR84
7993	UBXN8
84689	MS4A14
54535	CCHCR1
10082	GPC6
10466	COG5
55006	TRMT61B
56924	PAK6
8675	STX16
10615	SPAG5
134957	STXBP5
29969	MDFIC
85476	GFM1
5284	PIGR
1152	CKB
8534	CHST1
31	ACACA
25978	CHMP2B
26039	SS18L1
3177	SLC29A2
286676	ILDR1
1116	CHI3L1
56987	BBX
4674	NAP1L2
26953	RANBP6
90693	CCDC126
25903	OLFML2B
51360	MBTPS2
157574	FBXO16
10875	FGL2
781	CACNA2D1
55132	LARP1B
81611	ANP32E
112858	TP53RK
94240	EPSTI1
54825	CDHR2
84525	HOPX
114971	PTPMT1
7504	XK
6382	SDC1
119587	CPXM2
5732	PTGER2
23268	DNMBP
4318	MMP9
3782	KCNN3
6273	S100A2
65109	UPF3B
134285	TMEM171
9270	ITGB1BP1
10437	IFI30
3625	INHBB
5350	PLN
9245	GCNT3
51317	PHF21A
2690	GHR
10	NAT2
1534	CYB561
7177	TPSAB1
8915	BCL10
90102	PHLDB2
1390	CREM
93649	MYOCD
117584	RFFL
54799	MBTD1
284992	CCDC150
126017	ZNF813
22941	SHANK2
138162	C9orf116
64854	USP46
27000	DNAJC2
51249	TMEM69
9069	CLDN12
2188	FANCF
1902	LPAR1
1968	EIF2S3
5978	REST
221935	SDK1
221294	NT5DC1
11240	PADI2
10129	FRY
23231	SEL1L3
23092	ARHGAP26
58985	IL22RA1
51377	UCHL5
912	CD1D
11132	CAPN10
84706	GPT2
5327	PLAT
6698	SPRR1A
395	ARHGAP6
3795	KHK
8301	PICALM
197335	WDR90
64983	MRPL32
57804	POLD4
11199	ANXA10
10668	CGRRF1
9232	PTTG1
955	ENTPD6
8450	CUL4B
800	CALD1
25992	SNED1
10131	TRAP1
2260	FGFR1
51339	DACT1
80273	GRPEL1
54680	ZNHIT6
10924	SMPDL3A
4436	MSH2
9617	MTRF1
80017	DGLUCY
6594	SMARCA1
51692	CPSF3
3248	HPGD
58189	WFDC1
161742	SPRED1
56475	RPRM
3853	KRT6A
54843	SYTL2
6242	RTKN
900	CCNG1
57511	COG6
201161	CENPV
9849	ZNF518A
2628	GATM
57537	SORCS2
10409	BASP1
5393	EXOSC9
25879	DCAF13
25797	QPCT
57082	KNL1
79731	NARS2
388	RHOB
151011	SEPTIN10
4357	MPST
79084	WDR77
282991	BLOC1S2
8905	AP1S2
5137	PDE1C
1028	CDKN1C
6338	SCNN1B
115209	OMA1
223082	ZNRF2
84868	HAVCR2
93129	ORAI3
64388	GREM2
1366	CLDN7
3212	HOXB2
51455	REV1
3799	KIF5B
9260	PDLIM7
5471	PPAT
28973	MRPS18B
1468	SLC25A10
9942	XYLB
9183	ZW10
4595	MUTYH
6335	SCN9A
1058	CENPA
9318	COPS2
2644	GCHFR
81573	ANKRD13C
56521	DNAJC12
29887	SNX10
91319	DERL3
26035	GLCE
8813	DPM1
57134	MAN1C1
5179	PENK
115701	ALPK2
1738	DLD
84928	TMEM209
25888	ZNF473
55227	LRRC1
137392	CIBAR1
8425	LTBP4
5727	PTCH1
26040	SETBP1
1317	SLC31A1
55205	ZNF532
3417	IDH1
10611	PDLIM5
11118	BTN3A2
10346	TRIM22
92935	MARS2
51012	PRELID3B
157378	TMEM65
6832	SUPV3L1
9886	RHOBTB1
11309	SLCO2B1
55262	TRAPPC14
339230	CCDC137
4673	NAP1L1
2050	EPHB4
91624	NEXN
169200	TMEM64
7693	ZNF134
55110	MAGOHB
2326	FMO1
9282	MED14
933	CD22
27175	TUBG2
51805	COQ3
3093	UBE2K
84666	RETNLB
205428	DIPK2A
54739	XAF1
2308	FOXO1
222643	UNC5CL
3156	HMGCR
2059	EPS8
259173	ALS2CL
84188	FAR1
25926	NOL11
9204	ZMYM6
26548	ITGB1BP2
2275	FHL3
127845	GOLT1A
8115	TCL1A
54014	BRWD1
9812	DELE1
23253	ANKRD12
3777	KCNK3
8323	FZD6
160760	PPTC7
401152	C4orf3
201626	PDE12
163882	CNST
22995	CEP152
7168	TPM1
153339	TMEM167A
135228	CD109
140825	NEURL2
23074	UHRF1BP1L
23576	DDAH1
55038	CDCA4
9	NAT1
8645	KCNK5
25817	TAFA5
51205	ACP6
312	ANXA13
200894	ARL13B
57703	CWC22
84824	FCRLA
8317	CDC7
6541	SLC7A1
55388	MCM10
138311	DIPK1B
149371	EXOC8
9331	B4GALT6
1385	CREB1
57509	MTUS1
129401	NUP35
10365	KLF2
11046	SLC35D2
1050	CEBPA
339456	TMEM52
83986	FAM234A
161198	CLEC14A
27240	SIT1
154743	BMT2
54831	BEST2
4354	MPP1
10973	ASCC3
29951	PDZRN4
8543	LMO4
6663	SOX10
11155	LDB3
64769	MEAF6
3265	HRAS
79627	OGFRL1
60592	SCOC
1674	DES
28951	TRIB2
254887	ZDHHC23
64175	P3H1
23005	MAPKBP1
9377	COX5A
5519	PPP2R1B
60496	AASDHPPT
132	ADK
79023	NUP37
53829	P2RY13
90861	JPT2
375056	MIA3
55703	POLR3B
192111	PGAM5
64853	AIDA
7098	TLR3
57045	TWSG1
27258	LSM3
6926	TBX3
57168	ASPHD2
863	CBFA2T3
51148	CERCAM
79009	DDX50
10146	G3BP1
261726	TIPRL
11262	SP140
120071	LARGE2
10763	NES
1718	DHCR24
30061	SLC40A1
2329	FMO4
8930	MBD4
4076	CAPRIN1
10602	CDC42EP3
7111	TMOD1
8546	AP3B1
54900	LAX1
84056	KATNAL1
91614	DEPDC7
10465	PPIH
5790	PTPRCAP
145741	C2CD4A
112464	CAVIN3
29079	MED4
10112	KIF20A
10005	ACOT8
515	ATP5PB
10765	KDM5B
23433	RHOQ
7262	PHLDA2
5494	PPM1A
4033	IRAG2
54812	AFTPH
5962	RDX
51129	ANGPTL4
573	BAG1
586	BCAT1
1286	COL4A4
64061	TSPYL2
54510	PCDH18
332	BIRC5
7298	TYMS
8539	API5
64218	SEMA4A
7083	TK1
5880	RAC2
11103	KRR1
85459	CEP295
2542	SLC37A4
3490	IGFBP7
25800	SLC39A6
6102	RP2
64091	POPDC2
130507	UBR3
6773	STAT2
2745	GLRX
7374	UNG
29889	GNL2
10631	POSTN
29940	DSE
2743	GLRB
9806	SPOCK2
8642	DCHS1
10319	LAMC3
8564	KMO
51693	TRAPPC2L
3706	ITPKA
9873	FCHSD2
4585	MUC4
1240	CMKLR1
55084	SOBP
91526	ANKRD44
9021	SOCS3
283377	SPRYD4
10745	PHTF1
388962	BOLA3
10254	STAM2
6518	SLC2A5
9063	PIAS2
55331	ACER3
1837	DTNA
23710	GABARAPL1
283464	GXYLT1
160622	TAMALIN
4040	LRP6
260425	MAGI3
51373	MRPS17
124975	GGT6
55629	PNRC2
2012	EMP1
79839	CCDC102B
80823	BHLHB9
55102	ATG2B
1000	CDH2
57687	VAT1L
8125	ANP32A
51534	VTA1
79752	ZFAND1
2736	GLI2
57514	ARHGAP31
9532	BAG2
22823	MTF2
5478	PPIA
10138	YAF2
51611	DPH5
54585	LZTFL1
57493	HEG1
23164	MPRIP
1847	DUSP5
10152	ABI2
1030	CDKN2B
30815	ST6GALNAC6
127703	C1orf216
3099	HK2
199746	U2AF1L4
638	BIK
10174	SORBS3
1009	CDH11
4952	OCRL
90624	LYRM7
64848	YTHDC2
11095	ADAMTS8
6751	SSTR1
1368	CPM
153443	SRFBP1
55789	DEPDC1B
51274	KLF3
6520	SLC3A2
9581	PREPL
84458	LCOR
57510	XPO5
10260	DENND4A
200933	FBXO45
135293	PM20D2
26273	FBXO3
57569	ARHGAP20
116844	LRG1
10742	RAI2
4223	MEOX2
6296	ACSM3
63934	ZNF667
131118	DNAJC19
838	CASP5
1102	RCBTB2
405753	DUOXA2
2673	GFPT1
51426	POLK
2242	FES
7076	TIMP1
10492	SYNCRIP
4704	NDUFA9
23363	OBSL1
55379	LRRC59
9585	KIF20B
4261	CIITA
23107	MRPS27
9655	SOCS5
79864	JHY
55284	UBE2W
8492	PRSS12
3101	HK3
54741	LEPROT
25939	SAMHD1
81034	SLC25A32
5557	PRIM1
5095	PCCA
93273	LEMD1
624	BDKRB2
28962	OSTM1
617	BCS1L
10159	ATP6AP2
121053	NOPCHAP1
26094	DCAF4
6696	SPP1
60560	NAA35
348180	CTU2
57819	LSM2
5324	PLAG1
54534	MRPL50
10964	IFI44L
5925	RB1
54463	RETREG1
8087	FXR1
81704	DOCK8
55602	CDKN2AIP
91754	NEK9
5999	RGS4
10266	RAMP2
260293	CYP4X1
25913	POT1
51155	JPT1
3955	LFNG
64221	ROBO3
283897	C16orf54
128486	FITM2
55612	FERMT1
55273	TMEM100
80758	PRR7
10056	FARSB
3779	KCNMB1
11065	UBE2C
23509	POFUT1
326625	MMAB
25824	PRDX5
1396	CRIP1
5828	PEX2
2687	GGT5
5653	KLK6
54841	BIVM
5612	THAP12
23118	TAB2
55326	AGPAT5
5368	PNOC
54360	CYTL1
166824	RASSF6
220359	TIGD3
91603	ZNF830
427	ASAH1
80704	SLC19A3
6772	STAT1
3579	CXCR2
4772	NFATC1
9365	KL
158747	MOSPD2
10134	BCAP31
55601	DDX60
9144	SYNGR2
5597	MAPK6
162461	TMEM92
165055	CCDC138
23683	PRKD3
122830	NAA30
6664	SOX11
5023	P2RX1
3998	LMAN1
4542	MYO1F
23460	ABCA6
7637	ZNF84
54968	TMEM70
55720	TSR1
94	ACVRL1
1645	AKR1C1
3237	HOXD11
6373	CXCL11
3149	HMGB3
11102	RPP14
7291	TWIST1
4170	MCL1
57787	MARK4
10988	METAP2
567	B2M
10746	MAP3K2
10207	PATJ
51070	NOSIP
64969	MRPS5
10225	CD96
3816	KLK1
9221	NOLC1
65009	NDRG4
140597	TCEAL2
87	ACTN1
27324	TOX3
22829	NLGN4Y
11146	GLMN
5782	PTPN12
10148	EBI3
57447	NDRG2
7004	TEAD4
1573	CYP2J2
27335	EIF3K
137886	UBXN2B
83641	FAM107B
9902	MRC2
8872	CDC123
9414	TJP2
4285	MIPEP
56052	ALG1
64077	LHPP
6491	STIL
57650	CIP2A
388115	CCDC9B
7163	TPD52
55749	CCAR1
744	MPPED2
23157	SEPTIN6
6532	SLC6A4
4045	LSAMP
55322	C5orf22
84650	EBPL
4324	MMP15
79629	OCEL1
8559	PRPF18
55754	TMEM30A
5982	RFC2
3908	LAMA2
51253	MRPL37
7059	THBS3
1291	COL6A1
84128	WDR75
51285	RASL12
81542	TMX1
2641	GCG
308	ANXA5
83699	SH3BGRL2
5704	PSMC4
57124	CD248
22836	RHOBTB3
11197	WIF1
140700	SAMD10
84440	RAB11FIP4
4886	NPY1R
27131	SNX5
5318	PKP2
8935	SKAP2
340481	ZDHHC21
79833	GEMIN6
1022	CDK7
23347	SMCHD1
5294	PIK3CG
51388	NIP7
9236	CCPG1
124583	CANT1
1808	DPYSL2
3684	ITGAM
908	CCT6A
6039	RNASE6
23483	TGDS
1520	CTSS
9138	ARHGEF1
4133	MAP2
6678	SPARC
4855	NOTCH4
4062	LY6H
6003	RGS13
56776	FMN2
56904	SH3GLB2
27306	HPGDS
138050	HGSNAT
3981	LIG4
51655	RASD1
58495	OVOL2
65263	PYCR3
85013	TMEM128
4752	NEK3
793	CALB1
10800	CYSLTR1
51073	MRPL4
84002	B3GNT5
54836	BSPRY
79029	SPATA5L1
9166	EBAG9
54675	CRLS1
9353	SLIT2
54875	CNTLN
92241	RCSD1
84343	HPS3
5910	RAP1GDS1
2107	ETF1
51021	MRPS16
4919	ROR1
155038	GIMAP8
56975	FAM20C
23091	ZC3H13
9014	TAF1B
5230	PGK1
56937	PMEPA1
10940	POP1
10026	PIGK
79944	L2HGDH
23414	ZFPM2
23080	AVL9
83959	SLC4A11
26272	FBXO4
56898	BDH2
390916	NUDT19
84248	FYTTD1
340348	TSPAN33
51084	CRYL1
63920	ZBED8
149628	PYHIN1
5887	RAD23B
10072	DPP3
140453	MUC17
2786	GNG4
55327	LIN7C
81537	SGPP1
2828	GPR4
8733	GPAA1
10553	HTATIP2
157313	CDCA2
26468	LHX6
51116	MRPS2
55093	NTAQ1
199692	ZNF627
3676	ITGA4
3428	IFI16
50507	NOX4
7705	ZNF146
54902	TTC19
134218	DNAJC21
2781	GNAZ
8836	GGH
5530	PPP3CA
3036	HAS1
221545	C6orf136
92	ACVR2A
25909	AHCTF1
10894	LYVE1
1975	EIF4B
4077	NBR1
51063	CALHM2
57125	PLXDC1
4583	MUC2
56477	CCL28
5563	PRKAA2
6622	SNCA
3717	JAK2
2313	FLI1
9633	TESMIN
4688	NCF2
2318	FLNC
57380	MRS2
5087	PBX1
55347	ABHD10
3978	LIG1
54440	SASH3
10787	NCKAP1
55740	ENAH
6917	TCEA1
5026	P2RX5
9076	CLDN1
54704	PDP1
23328	SASH1
858	CAV2
9702	CEP57
84988	PPP1R16A
8706	B3GALNT1
56893	UBQLN4
2774	GNAL
2331	FMOD
5610	EIF2AK2
9360	PPIG
240	ALOX5
27284	SULT1B1
10497	UNC13B
4288	MKI67
55173	MRPS10
9047	SH2D2A
51727	CMPK1
3371	TNC
3685	ITGAV
2967	GTF2H3
9534	ZNF254
1676	DFFA
2530	FUT8
128218	TMEM125
79156	PLEKHF1
140862	ISM1
22822	PHLDA1
2717	GLA
9908	G3BP2
9388	LIPG
3426	CFI
54998	AURKAIP1
50810	HDGFL3
990	CDC6
25927	CNRIP1
54504	CPVL
55422	ZNF331
5281	PIGF
3712	IVD
9801	MRPL19
10123	ARL4C
23122	CLASP2
6091	ROBO1
146057	TTBK2
84647	PLA2G12B
3662	IRF4
84316	NAA38
51290	ERGIC2
10360	NPM3
376497	SLC27A1
1303	COL12A1
10350	ABCA9
64651	CSRNP1
8853	ASAP2
5888	RAD51
1353	COX11
4327	MMP19
899	CCNF
1104	RCC1
29070	CCDC113
7431	VIM
23621	BACE1
9456	HOMER1
1026	CDKN1A
2775	GNAO1
84816	RTN4IP1
5433	POLR2D
5320	PLA2G2A
25923	ATL3
256356	GK5
57157	PHTF2
203547	VMA21
9535	GMFG
23236	PLCB1
55125	CEP192
79917	MAGIX
80310	PDGFD
6646	SOAT1
6820	SULT2B1
55681	SCYL2
283431	GAS2L3
905	CCNT2
125950	RAVER1
51659	GINS2
63876	PKNOX2
7247	TSN
5208	PFKFB2
9122	SLC16A4
4691	NCL
317649	EIF4E3
8767	RIPK2
84513	PLPP5
25840	METTL7A
9949	AMMECR1
7072	TIA1
2705	GJB1
80117	ARL14
7786	MAP3K12
91687	CENPL
5901	RAN
4215	MAP3K3
93474	ZNF670
132671	SPATA18
376267	RAB15
5411	PNN
757	TMEM50B
8832	CD84
5654	HTRA1
9352	TXNL1
9413	FAM189A2
1435	CSF1
90139	TSPAN18
94101	ORMDL1
79989	TTC26
26167	PCDHB5
10987	COPS5
8803	SUCLA2
230	ALDOC
9330	GTF3C3
9368	SLC9A3R1
79626	TNFAIP8L2
79269	DCAF10
5985	RFC5
4016	LOXL1
57405	SPC25
5713	PSMD7
7105	TSPAN6
7750	ZMYM2
50628	GEMIN4
84135	UTP15
6500	SKP1
55081	IFT57
3977	LIFR
11133	KPTN
79884	MAP9
23635	SSBP2
3614	IMPDH1
2191	FAP
27247	NFU1
5873	RAB27A
92370	PXYLP1
26576	SRPK3
79152	FA2H
7073	TIAL1
1300	COL10A1
6227	RPS21
29980	DONSON
57544	TXNDC16
2773	GNAI3
23312	DMXL2
10150	MBNL2
2125	EVPL
51296	SLC15A3
4325	MMP16
2799	GNS
10962	MLLT11
399694	SHC4
6009	RHEB
152189	CMTM8
2869	GRK5
26504	CNNM4
131076	MIX23
6513	SLC2A1
9737	GPRASP1
8501	SLC43A1
11083	DIDO1
1287	COL4A5
1978	EIF4EBP1
1285	COL4A3
3837	KPNB1
9025	RNF8
90390	MED30
80173	IFT74
161291	TMEM30B
2051	EPHB6
7805	LAPTM5
25925	ZNF521
57513	CASKIN2
51585	PCF11
1871	E2F3
541565	C8orf58
60509	AGBL5
7436	VLDLR
9787	DLGAP5
59	ACTA2
10231	RCAN2
4804	NGFR
768	CA9
22981	NINL
969	CD69
80856	LNPK
54800	KLHL24
2355	FOSL2
2669	GEM
195814	SDR16C5
9657	IQCB1
29107	NXT1
134549	SHROOM1
6252	RTN1
331	XIAP
55504	TNFRSF19
5239	PGM5
57189	DENND11
11259	FILIP1L
84866	TMEM25
84695	LOXL3
5983	RFC3
5604	MAP2K1
9953	HS3ST3B1
1831	TSC22D3
8991	SELENBP1
6332	SCN7A
10921	RNPS1
51170	HSD17B11
23604	DAPK2
10100	TSPAN2
50861	STMN3
84417	ECRG4
23657	SLC7A11
23240	TMEM131L
2634	GBP2
727936	GXYLT2
26577	PCOLCE2
5784	PTPN14
196294	IMMP1L
64418	TMEM168
5630	PRPH
132158	GLYCTK
9134	CCNE2
9871	SEC24D
51605	TRMT6
55161	TMEM33
6932	TCF7
3075	CFH
79982	DNAJB14
23137	SMC5
55835	CENPJ
25998	IBTK
5564	PRKAB1
3037	HAS2
23024	PDZRN3
166968	MIER3
70	ACTC1
7337	UBE3A
286128	ZFP41
10110	SGK2
51690	LSM7
197131	UBR1
6838	SURF6
282890	ZNF311
58490	RPRD1B
7220	TRPC1
29994	BAZ2B
55088	CCDC186
121512	FGD4
27334	P2RY10
2305	FOXM1
5903	RANBP2
80142	PTGES2
140612	ZFP28
253738	EBF3
80177	MYCT1
85415	RHPN2
10317	B3GALT5
80176	SPSB1
284098	PIGW
7763	ZFAND5
139728	PNCK
51000	SLC35B3
9188	DDX21
2882	GPX7
25946	ZNF385A
2192	FBLN1
1179	CLCA1
3569	IL6
170960	ZNF721
3133	HLA-E
27147	DENND2A
57020	VPS35L
22846	VASH1
51225	ABI3
10418	SPON1
7844	RNF103
81847	RNF146
10024	TROAP
3423	IDS
83856	FSD1L
65993	MRPS34
10558	SPTLC1
283208	P4HA3
222553	SLC35F1
60526	LDAH
79714	CCDC51
2327	FMO2
6406	SEMG1
53841	CDHR5
10733	PLK4
84448	ABLIM2
1282	COL4A1
219654	ZCCHC24
6535	SLC6A8
3301	DNAJA1
5932	RBBP8
3590	IL11RA
199857	ALG14
57580	PREX1
130	ADH6
55	ACP3
221079	ARL5B
10563	CXCL13
775	CACNA1C
84950	PRPF38A
36	ACADSB
84641	MFSD14B
6723	SRM
5010	CLDN11
5742	PTGS1
84951	TNS4
92610	TIFA
84930	MASTL
84268	RPAIN
64960	MRPS15
6660	SOX5
8784	TNFRSF18
7543	ZFX
4331	MNAT1
